reviewer,paper_id,excluded,category,question,raw_value,tag
shu,4MX7R7CS,False,General information,License,MIT,
shu,4MX7R7CS,False,General information,Additional information,No additional information,
shu,4MX7R7CS,False,Target platform (RQ1),Deployment,Robot simulation,
shu,4MX7R7CS,False,Target platform (RQ1),Deployment,Real robot,
shu,4MX7R7CS,False,Target platform (RQ1),Robotic device,Wheeled robot,
shu,4MX7R7CS,False,Target platform (RQ1),Simulation environment,MuJoCo,
shu,4MX7R7CS,False,Target platform (RQ1),Domain,Industrial robot,
shu,4MX7R7CS,False,Target platform (RQ1),Use case,Navigation,
shu,4MX7R7CS,False,Target platform (RQ1),Use case,Manipulation,
shu,4MX7R7CS,False,Target platform (RQ1),Location,Laboratory,
shu,4MX7R7CS,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
shu,4MX7R7CS,False,Software characteristics (RQ2),Middleware,Underspecified,
shu,4MX7R7CS,False,Software characteristics (RQ2),Control algorithm,DL-Based,
shu,4MX7R7CS,False,Software characteristics (RQ2),Adaptation,None,
shu,4MX7R7CS,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
shu,4MX7R7CS,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
shu,4MX7R7CS,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
shu,4MX7R7CS,False,Explanation structure (RQ3),Generation technique,DL-based,
shu,4MX7R7CS,False,Explanation structure (RQ3),Explained robot part,Behaviour,
shu,4MX7R7CS,False,Explanation structure (RQ3),Explanatory question,Why,
shu,4MX7R7CS,False,Explanation structure (RQ3),Planning level scope,Action level,
shu,4MX7R7CS,False,Explanation structure (RQ3),Presentation modality,Visualization,
shu,4MX7R7CS,False,Stakeholder (RQ4),HRI Type,No coexistence,
shu,4MX7R7CS,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
shu,4MX7R7CS,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
shu,4MX7R7CS,False,Evaluation (RQ5),State of explainability,Implementation,
shu,4MX7R7CS,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
shu,4MX7R7CS,False,Evaluation (RQ5),Evaluation metrics,Underspecified,
shu,6DF6ZAPQ,False,General information,Code available?,yes,
shu,6DF6ZAPQ,False,General information,Project status,unmaintained,
shu,6DF6ZAPQ,False,General information,License,MIT,
shu,6DF6ZAPQ,False,General information,Additional information,Discussion needed: this paper is mainly visualization in my opinion. they did not propose novel explanation technique,Discussion needed
shu,6DF6ZAPQ,False,Target platform (RQ1),Deployment,Robot simulation,
shu,6DF6ZAPQ,False,Target platform (RQ1),Robotic device,Drone,
shu,6DF6ZAPQ,False,Target platform (RQ1),Simulation environment,Gazebo,
shu,6DF6ZAPQ,False,Target platform (RQ1),Domain,Emergency response,
shu,6DF6ZAPQ,False,Target platform (RQ1),Use case,Search and rescue,
shu,6DF6ZAPQ,False,Target platform (RQ1),Location,Not applicable,
shu,6DF6ZAPQ,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
shu,6DF6ZAPQ,False,Software characteristics (RQ2),Middleware,Other: ROS (unspecified),Other
shu,6DF6ZAPQ,False,Software characteristics (RQ2),Control algorithm,RL,
shu,6DF6ZAPQ,False,Software characteristics (RQ2),Adaptation,"Discussion needed: IN the paper, they said it is human in the loop, but there is no adaptation in my opinion",Discussion needed
shu,6DF6ZAPQ,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Generation technique,DL-based,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Explained robot part,Perception,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Explanatory question,What,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Planning level scope,Sequence level,
shu,6DF6ZAPQ,False,Explanation structure (RQ3),Presentation modality,Visualization,
shu,6DF6ZAPQ,False,Stakeholder (RQ4),HRI Type,Cooperation,
shu,6DF6ZAPQ,False,Stakeholder (RQ4),Motivation,Collaboration,
shu,6DF6ZAPQ,False,Stakeholder (RQ4),Motivation,Control,
shu,6DF6ZAPQ,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
shu,6DF6ZAPQ,False,Stakeholder (RQ4),Motivation,Other: performance,Other
shu,6DF6ZAPQ,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
shu,6DF6ZAPQ,False,Evaluation (RQ5),State of explainability,Evaluated,
shu,6DF6ZAPQ,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Qualitative",
shu,6DF6ZAPQ,False,Evaluation (RQ5),Evaluation metrics,Usability,
shu,6DF6ZAPQ,False,Evaluation (RQ5),Evaluation metrics,Understandability,
shu,6DF6ZAPQ,False,Evaluation (RQ5),Evaluation metrics,Cognitive load,
shu,8GTN2MBR,True,General information,Code available?,no,
shu,8GTN2MBR,True,General information,Project status,Not applicable,
shu,8GTN2MBR,True,General information,License,Not applicable,
shu,9HQUNBL2,False,General information,Code available?,no,
shu,9HQUNBL2,False,General information,Project status,Not applicable,
shu,9HQUNBL2,False,General information,License,Not applicable,
shu,9HQUNBL2,False,General information,Additional information,Discussion needed: I think they do not have novel explanability technique,Discussion needed
shu,9HQUNBL2,False,Target platform (RQ1),Deployment,Other simulation,
shu,9HQUNBL2,False,Target platform (RQ1),Robotic device,Drone,
shu,9HQUNBL2,False,Target platform (RQ1),Simulation environment,"Other: 3D simulation environment, which replicates realistic UAV flight dynamics, environmental disturbances, and obstacle-rich urban environments.",Other
shu,9HQUNBL2,False,Target platform (RQ1),Domain,Defense and security,
shu,9HQUNBL2,False,Target platform (RQ1),Use case,Collision avoidance,
shu,9HQUNBL2,False,Target platform (RQ1),Use case,Navigation,
shu,9HQUNBL2,False,Target platform (RQ1),Use case,Search and rescue,
shu,9HQUNBL2,False,Target platform (RQ1),Location,Not applicable,
shu,9HQUNBL2,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
shu,9HQUNBL2,False,Software characteristics (RQ2),Middleware,Not applicable,
shu,9HQUNBL2,False,Software characteristics (RQ2),Control algorithm,RL,
shu,9HQUNBL2,False,Software characteristics (RQ2),Adaptation,"Yes, with user involvement",
shu,9HQUNBL2,False,Software characteristics (RQ2),Goal of adaptation,Continuous learning,
shu,9HQUNBL2,False,Software characteristics (RQ2),Goal of adaptation,Other: Human feedback adapted explanations,Other
shu,9HQUNBL2,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
shu,9HQUNBL2,False,Explanation structure (RQ3),Generation technique,SHAP-based,
shu,9HQUNBL2,False,Explanation structure (RQ3),Generation technique,Tree-based,
shu,9HQUNBL2,False,Explanation structure (RQ3),Generation technique,Other: contrastive explanations,Other
shu,9HQUNBL2,False,Explanation structure (RQ3),Explained robot part,Behaviour,
shu,9HQUNBL2,False,Explanation structure (RQ3),Explanatory question,Why,
shu,9HQUNBL2,False,Explanation structure (RQ3),Planning level scope,Action level,
shu,9HQUNBL2,False,Explanation structure (RQ3),Planning level scope,Policy level,
shu,9HQUNBL2,False,Explanation structure (RQ3),Presentation modality,Visualization,
shu,9HQUNBL2,False,Stakeholder (RQ4),HRI Type,Cooperation,
shu,9HQUNBL2,False,Stakeholder (RQ4),Motivation,Collaboration,
shu,9HQUNBL2,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
shu,9HQUNBL2,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
shu,9HQUNBL2,False,Evaluation (RQ5),State of explainability,Evaluated,
shu,9HQUNBL2,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
shu,9HQUNBL2,False,Evaluation (RQ5),Evaluation metrics,Trust,
shu,9HQUNBL2,False,Evaluation (RQ5),Evaluation metrics,Competence,
shu,9HQUNBL2,False,Evaluation (RQ5),Evaluation metrics,Other: The evaluation of trust was based on the formulation instead of actual participant,Other
stina,AZJWXGV3,False,General information,Code available?,yes,
stina,AZJWXGV3,False,General information,Project status,maintained,
stina,AZJWXGV3,False,General information,License,MIT,
stina,AZJWXGV3,False,General information,Additional information,No additional information,
stina,AZJWXGV3,False,Target platform (RQ1),Deployment,Robot simulation,
stina,AZJWXGV3,False,Target platform (RQ1),Deployment,Other simulation,
stina,AZJWXGV3,False,Target platform (RQ1),Robotic device,Rectangular/cartesian robot,
stina,AZJWXGV3,False,Target platform (RQ1),Robotic device,Mobile manipulator,
stina,AZJWXGV3,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
stina,AZJWXGV3,False,Target platform (RQ1),Simulation environment,Underspecified,
stina,AZJWXGV3,False,Target platform (RQ1),Domain,Underspecified,
stina,AZJWXGV3,False,Target platform (RQ1),Use case,Manipulation,
stina,AZJWXGV3,False,Target platform (RQ1),Use case,Navigation,
stina,AZJWXGV3,False,Target platform (RQ1),Location,Not applicable,
stina,AZJWXGV3,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
stina,AZJWXGV3,False,Software characteristics (RQ2),Middleware,Not applicable,
stina,AZJWXGV3,False,Software characteristics (RQ2),Control algorithm,Not applicable,
stina,AZJWXGV3,False,Software characteristics (RQ2),Adaptation,None,
stina,AZJWXGV3,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
stina,AZJWXGV3,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
stina,AZJWXGV3,False,Explanation structure (RQ3),Generation technique,DL-based,
stina,AZJWXGV3,False,Explanation structure (RQ3),Generation technique,Rule-based,
stina,AZJWXGV3,False,Explanation structure (RQ3),Explained robot part,Behaviour,
stina,AZJWXGV3,False,Explanation structure (RQ3),Explanatory question,Why,
stina,AZJWXGV3,False,Explanation structure (RQ3),Planning level scope,Policy level,
stina,AZJWXGV3,False,Explanation structure (RQ3),Presentation modality,Text,
stina,AZJWXGV3,False,Stakeholder (RQ4),HRI Type,Underspecified,
stina,AZJWXGV3,False,Stakeholder (RQ4),Motivation,Underspecified,
stina,AZJWXGV3,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
stina,AZJWXGV3,False,Evaluation (RQ5),State of explainability,Evaluated,
stina,AZJWXGV3,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
stina,AZJWXGV3,False,Evaluation (RQ5),Evaluation metrics,"Other: conciseness, consistency, and strictness",Other
stina,D2DM7ND3,True,General information,Code available?,no,
stina,ERD3QIFC,True,General information,Code available?,no,
stina,ERD3QIFC,True,General information,Project status,Not applicable,
stina,ERD3QIFC,True,General information,License,Not applicable,
stina,ERD3QIFC,True,General information,Additional information,No additional information,
stina,ERD3QIFC,True,Target platform (RQ1),Deployment,Not applicable,
stina,ERD3QIFC,True,Target platform (RQ1),Robotic device,Underspecified,
stina,ERD3QIFC,True,Target platform (RQ1),Simulation environment,Underspecified,
stina,ERD3QIFC,True,Target platform (RQ1),Domain,Underspecified,
stina,QJPSEAPG,False,General information,Code available?,no,
stina,QJPSEAPG,False,General information,Project status,Not applicable,
stina,QJPSEAPG,False,General information,License,Not applicable,
stina,QJPSEAPG,False,General information,Additional information,No additional information,
stina,QJPSEAPG,False,Target platform (RQ1),Deployment,Underspecified,
stina,QJPSEAPG,False,Target platform (RQ1),Robotic device,Underspecified,
stina,QJPSEAPG,False,Target platform (RQ1),Simulation environment,Underspecified,
stina,QJPSEAPG,False,Target platform (RQ1),Domain,Underspecified,
stina,QJPSEAPG,False,Target platform (RQ1),Use case,Navigation,
stina,QJPSEAPG,False,Target platform (RQ1),Location,Not applicable,
stina,QJPSEAPG,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
stina,QJPSEAPG,False,Software characteristics (RQ2),Middleware,Underspecified,
stina,QJPSEAPG,False,Software characteristics (RQ2),Control algorithm,Underspecified,
stina,QJPSEAPG,False,Software characteristics (RQ2),Adaptation,None,
stina,QJPSEAPG,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
stina,QJPSEAPG,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
stina,QJPSEAPG,False,Explanation structure (RQ3),Generation technique,Rule-based,
stina,QJPSEAPG,False,Explanation structure (RQ3),Explained robot part,Behaviour,
stina,QJPSEAPG,False,Explanation structure (RQ3),Explanatory question,Why,
stina,QJPSEAPG,False,Explanation structure (RQ3),Planning level scope,Goal level,
stina,QJPSEAPG,False,Explanation structure (RQ3),Presentation modality,Text,
stina,QJPSEAPG,False,Stakeholder (RQ4),HRI Type,Underspecified,
stina,QJPSEAPG,False,Stakeholder (RQ4),Motivation,Trust (increase),
stina,QJPSEAPG,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
stina,QJPSEAPG,False,Evaluation (RQ5),State of explainability,Evaluated,
stina,QJPSEAPG,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
stina,QJPSEAPG,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
stina,QJPSEAPG,False,Evaluation (RQ5),Evaluation metrics,Trust,
stina,QJPSEAPG,False,Evaluation (RQ5),Evaluation metrics,Satisfaction,
stina,QJPSEAPG,False,Evaluation (RQ5),Evaluation metrics,User behavior (performance),
stina,SAVNZAMC,False,General information,Code available?,no,
stina,SAVNZAMC,False,General information,Project status,Not applicable,
stina,SAVNZAMC,False,General information,License,Not applicable,
stina,SAVNZAMC,False,General information,Additional information,No additional information,
stina,SAVNZAMC,False,Target platform (RQ1),Deployment,Real robot,
stina,SAVNZAMC,False,Target platform (RQ1),Robotic device,Other: medical robot,Other
stina,SAVNZAMC,False,Target platform (RQ1),Simulation environment,Not applicable,
stina,SAVNZAMC,False,Target platform (RQ1),Domain,Medical and healthcare,
stina,SAVNZAMC,False,Target platform (RQ1),Use case,Navigation,
stina,SAVNZAMC,False,Target platform (RQ1),Location,Laboratory,
stina,SAVNZAMC,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
stina,SAVNZAMC,False,Software characteristics (RQ2),Middleware,Mo Middleware,
stina,SAVNZAMC,False,Software characteristics (RQ2),Control algorithm,DL-Based,
stina,SAVNZAMC,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
stina,SAVNZAMC,False,Software characteristics (RQ2),Goal of adaptation,Continuous learning,
stina,SAVNZAMC,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
stina,SAVNZAMC,False,Explanation structure (RQ3),Generation technique,DL-based,
stina,SAVNZAMC,False,Explanation structure (RQ3),Explained robot part,Behaviour,
stina,SAVNZAMC,False,Explanation structure (RQ3),Explanatory question,What,
stina,SAVNZAMC,False,Explanation structure (RQ3),Planning level scope,Action level,
stina,SAVNZAMC,False,Explanation structure (RQ3),Presentation modality,Visualization,
stina,SAVNZAMC,False,Stakeholder (RQ4),HRI Type,Underspecified,
stina,SAVNZAMC,False,Stakeholder (RQ4),Motivation,Other: self learning,Other
stina,SAVNZAMC,False,Stakeholder (RQ4),Stakeholder type,Robot itself,
stina,SAVNZAMC,False,Evaluation (RQ5),State of explainability,Evaluated,
stina,SAVNZAMC,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
stina,SAVNZAMC,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
stina,TMRYCZHY,False,General information,Code available?,yes,
stina,TMRYCZHY,False,General information,Project status,unmaintained,
stina,TMRYCZHY,False,General information,License,MIT,
stina,TMRYCZHY,False,General information,Additional information,No additional information,
stina,TMRYCZHY,False,Target platform (RQ1),Deployment,Real robot,
stina,TMRYCZHY,False,Target platform (RQ1),Robotic device,Wheeled robot,
stina,TMRYCZHY,False,Target platform (RQ1),Simulation environment,Gazebo,
stina,TMRYCZHY,False,Target platform (RQ1),Domain,Underspecified,
stina,TMRYCZHY,False,Target platform (RQ1),Use case,Navigation,
stina,TMRYCZHY,False,Target platform (RQ1),Use case,Collision avoidance,
stina,TMRYCZHY,False,Target platform (RQ1),Location,Laboratory,
stina,TMRYCZHY,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
stina,TMRYCZHY,False,Software characteristics (RQ2),Middleware,ROS1,
stina,TMRYCZHY,False,Software characteristics (RQ2),Control algorithm,RL,
stina,TMRYCZHY,False,Software characteristics (RQ2),Adaptation,None,
stina,TMRYCZHY,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
stina,TMRYCZHY,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
stina,TMRYCZHY,False,Explanation structure (RQ3),Generation technique,Other: Genetic Algorithm,Other
stina,TMRYCZHY,False,Explanation structure (RQ3),Explained robot part,Behaviour,
stina,TMRYCZHY,False,Explanation structure (RQ3),Explanatory question,What,
stina,TMRYCZHY,False,Explanation structure (RQ3),Planning level scope,Action level,
stina,TMRYCZHY,False,Explanation structure (RQ3),Presentation modality,Visualization,
stina,TMRYCZHY,False,Stakeholder (RQ4),HRI Type,Underspecified,
stina,TMRYCZHY,False,Stakeholder (RQ4),Motivation,User understanding,
stina,TMRYCZHY,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
stina,TMRYCZHY,False,Evaluation (RQ5),State of explainability,Evaluated,
stina,TMRYCZHY,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
stina,TMRYCZHY,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Qualitative",
stina,TMRYCZHY,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
tobi,JDWACEKN,False,General information,Code available?,no,
tobi,JDWACEKN,False,General information,Project status,Not applicable,
tobi,JDWACEKN,False,General information,License,Not applicable,
tobi,JDWACEKN,False,General information,Additional information,No additional information,
tobi,JDWACEKN,False,Target platform (RQ1),Deployment,Robot simulation,
tobi,JDWACEKN,False,Target platform (RQ1),Robotic device,Legged robot,
tobi,JDWACEKN,False,Target platform (RQ1),Simulation environment,Other: IsaacGym,Other
tobi,JDWACEKN,False,Target platform (RQ1),Domain,Underspecified,
tobi,JDWACEKN,False,Target platform (RQ1),Use case,Other: Locomotion,Other
tobi,JDWACEKN,False,Target platform (RQ1),Location,Laboratory,
tobi,JDWACEKN,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
tobi,JDWACEKN,False,Software characteristics (RQ2),Middleware,Underspecified,
tobi,JDWACEKN,False,Software characteristics (RQ2),Control algorithm,RL,
tobi,JDWACEKN,False,Software characteristics (RQ2),Control algorithm,DL-Based,
tobi,JDWACEKN,False,Software characteristics (RQ2),Control algorithm,Other: PPO (RL-Algorithm type),Other
tobi,JDWACEKN,False,Software characteristics (RQ2),Adaptation,None,
tobi,JDWACEKN,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
tobi,JDWACEKN,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
tobi,JDWACEKN,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
tobi,JDWACEKN,False,Explanation structure (RQ3),Generation technique,Other: Distilling into Interpretable Model; PDP (Partial Dependency Plot),Other
tobi,JDWACEKN,False,Explanation structure (RQ3),Explained robot part,Behaviour,
tobi,JDWACEKN,False,Explanation structure (RQ3),Explanatory question,Why,
tobi,JDWACEKN,False,Explanation structure (RQ3),Planning level scope,Action level,
tobi,JDWACEKN,False,Explanation structure (RQ3),Planning level scope,Policy level,
tobi,JDWACEKN,False,Explanation structure (RQ3),Presentation modality,Plot,
tobi,JDWACEKN,False,Explanation structure (RQ3),Presentation modality,Other: Interpretable Model: Behaviour Tree and Mathematical Equation/Expression; also PDP,Other
tobi,JDWACEKN,False,Stakeholder (RQ4),HRI Type,Underspecified,
tobi,JDWACEKN,False,Stakeholder (RQ4),Motivation,Safety,
tobi,JDWACEKN,False,Stakeholder (RQ4),Motivation,Transparency,
tobi,JDWACEKN,False,Stakeholder (RQ4),Motivation,Accountability,
tobi,JDWACEKN,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
tobi,JDWACEKN,False,Evaluation (RQ5),State of explainability,Implementation,
tobi,JDWACEKN,False,Evaluation (RQ5),Type of explainability evaluation,None,
tobi,JDWACEKN,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
tobi,5CTQC6HN,False,General information,Code available?,no,
tobi,5CTQC6HN,False,General information,Project status,Not applicable,
tobi,5CTQC6HN,False,General information,License,Not applicable,
tobi,5CTQC6HN,False,General information,Additional information,No additional information,
tobi,5CTQC6HN,False,Target platform (RQ1),Deployment,Robot simulation,
tobi,5CTQC6HN,False,Target platform (RQ1),Robotic device,Articulated robot,
tobi,5CTQC6HN,False,Target platform (RQ1),Simulation environment,Other: Kinematic-equations,Other
tobi,5CTQC6HN,False,Target platform (RQ1),Domain,Underspecified,
tobi,5CTQC6HN,False,Target platform (RQ1),Use case,Manipulation,
tobi,5CTQC6HN,False,Target platform (RQ1),Location,Laboratory,
tobi,5CTQC6HN,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
tobi,5CTQC6HN,False,Software characteristics (RQ2),Middleware,Underspecified,
tobi,5CTQC6HN,False,Software characteristics (RQ2),Control algorithm,DL-Based,
tobi,5CTQC6HN,False,Software characteristics (RQ2),Adaptation,None,
tobi,5CTQC6HN,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
tobi,5CTQC6HN,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
tobi,5CTQC6HN,False,Explanation structure (RQ3),Generation technique,Other: Training small neural networks,Other
tobi,5CTQC6HN,False,Explanation structure (RQ3),Explained robot part,Behaviour,
tobi,5CTQC6HN,False,Explanation structure (RQ3),Explanatory question,Why,
tobi,5CTQC6HN,False,Explanation structure (RQ3),Planning level scope,Policy level,
tobi,5CTQC6HN,False,Explanation structure (RQ3),Presentation modality,Underspecified,
tobi,5CTQC6HN,False,Stakeholder (RQ4),HRI Type,No coexistence,
tobi,5CTQC6HN,False,Stakeholder (RQ4),Motivation,Control,
tobi,5CTQC6HN,False,Stakeholder (RQ4),Motivation,Transparency,
tobi,5CTQC6HN,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
tobi,5CTQC6HN,False,Evaluation (RQ5),State of explainability,Implementation,
tobi,5CTQC6HN,False,Evaluation (RQ5),Type of explainability evaluation,None,
tobi,5CTQC6HN,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
tobi,IRLI3G9N,False,General information,Code available?,no,
tobi,IRLI3G9N,False,General information,Project status,Not applicable,
tobi,IRLI3G9N,False,General information,License,Not applicable,
tobi,IRLI3G9N,False,General information,Additional information,No additional information,
tobi,IRLI3G9N,False,Target platform (RQ1),Deployment,Robot simulation,
tobi,IRLI3G9N,False,Target platform (RQ1),Robotic device,Drone,
tobi,IRLI3G9N,False,Target platform (RQ1),Simulation environment,Other: Custom flight simulation,Other
tobi,IRLI3G9N,False,Target platform (RQ1),Domain,Defense and security,
tobi,IRLI3G9N,False,Target platform (RQ1),Use case,Navigation,
tobi,IRLI3G9N,False,Target platform (RQ1),Use case,Collision avoidance,
tobi,IRLI3G9N,False,Target platform (RQ1),Use case,Other: Destroy Target,Other
tobi,IRLI3G9N,False,Target platform (RQ1),Location,Laboratory,
tobi,IRLI3G9N,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
tobi,IRLI3G9N,False,Software characteristics (RQ2),Middleware,Mo Middleware,
tobi,IRLI3G9N,False,Software characteristics (RQ2),Middleware,Other: Gymnasium/Gym (RL Interface),Other
tobi,IRLI3G9N,False,Software characteristics (RQ2),Control algorithm,RL,
tobi,IRLI3G9N,False,Software characteristics (RQ2),Control algorithm,DL-Based,
tobi,IRLI3G9N,False,Software characteristics (RQ2),Control algorithm,Other: DQN (Reinforcement Learning Algorithm),Other
tobi,IRLI3G9N,False,Software characteristics (RQ2),Adaptation,None,
tobi,IRLI3G9N,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Generation technique,Other: Reward Decomposition (RL specific type of explanation),Other
tobi,IRLI3G9N,False,Explanation structure (RQ3),Explained robot part,Behaviour,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Explanatory question,Why,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Planning level scope,Sequence level,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Presentation modality,Text,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Presentation modality,Plot,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Presentation modality,Visualization,
tobi,IRLI3G9N,False,Explanation structure (RQ3),Presentation modality,Other: Interactive,Other
tobi,IRLI3G9N,False,Stakeholder (RQ4),HRI Type,No coexistence,
tobi,IRLI3G9N,False,Stakeholder (RQ4),Motivation,Debugging,
tobi,IRLI3G9N,False,Stakeholder (RQ4),Motivation,Trust (calibration),
tobi,IRLI3G9N,False,Stakeholder (RQ4),Stakeholder type,Developer,
tobi,IRLI3G9N,False,Evaluation (RQ5),State of explainability,Implementation,
tobi,IRLI3G9N,False,Evaluation (RQ5),Type of explainability evaluation,None,
tobi,IRLI3G9N,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
tobi,WD7JLAMB,False,General information,Code available?,no,
tobi,WD7JLAMB,False,General information,Project status,Not applicable,
tobi,WD7JLAMB,False,General information,License,Not applicable,
tobi,WD7JLAMB,False,General information,Additional information,"Other: Started a repo, but empty https://proceedings.mlr.press/v229/wang23c/wang23c.pdf",Other
tobi,WD7JLAMB,False,Target platform (RQ1),Deployment,Other simulation,
tobi,WD7JLAMB,False,Target platform (RQ1),Deployment,Robot simulation,
tobi,WD7JLAMB,False,Target platform (RQ1),Robotic device,Legged robot,
tobi,WD7JLAMB,False,Target platform (RQ1),Robotic device,Mobile platform,
tobi,WD7JLAMB,False,Target platform (RQ1),Simulation environment,MuJoCo,
tobi,WD7JLAMB,False,Target platform (RQ1),Simulation environment,Other: OpenAI Gym Classical Control (Simplified robotic tasks),Other
tobi,WD7JLAMB,False,Target platform (RQ1),Domain,Underspecified,
tobi,WD7JLAMB,False,Target platform (RQ1),Use case,Navigation,
tobi,WD7JLAMB,False,Target platform (RQ1),Use case,Other: Locomotion,Other
tobi,WD7JLAMB,False,Target platform (RQ1),Location,Laboratory,
tobi,WD7JLAMB,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
tobi,WD7JLAMB,False,Software characteristics (RQ2),Middleware,Other: Gymnasium/Gym (RL Interface),Other
tobi,WD7JLAMB,False,Software characteristics (RQ2),Control algorithm,DL-Based,
tobi,WD7JLAMB,False,Software characteristics (RQ2),Control algorithm,RL,
tobi,WD7JLAMB,False,Software characteristics (RQ2),Control algorithm,"Other: CNN, RNN and custom Architecture (DL model architectures); PPO (Reinforcement Learning Algorithm)",Other
tobi,WD7JLAMB,False,Software characteristics (RQ2),Adaptation,None,
tobi,WD7JLAMB,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Generation technique,Other: Concept-based Method (what did individual neurons learn); Distilling Policy into interpretable Model (Decision Trees and Logic Program),Other
tobi,WD7JLAMB,False,Explanation structure (RQ3),Explained robot part,Behaviour,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Explanatory question,Why,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Planning level scope,Policy level,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Presentation modality,Visualization,
tobi,WD7JLAMB,False,Explanation structure (RQ3),Presentation modality,Plot,
